2026-04-01 03:33:24,50.0,15.7,35.9
2026-04-01 03:33:25,4.0,15.7,34.2
2026-04-01 03:33:26,3.8,15.7,34.2
2026-04-01 03:33:27,3.0,15.7,35.3
2026-04-01 03:33:28,6.5,15.7,33.1
2026-04-01 03:33:29,4.2,15.7,33.6
2026-04-01 03:33:30,3.2,15.7,34.2
2026-04-01 03:33:31,3.8,15.7,33.6
2026-04-01 03:33:32,3.7,15.7,33.6
2026-04-01 03:33:33,3.0,15.7,33.6
2026-04-01 03:33:34,35.6,16.6,34.8
2026-04-01 03:33:35,27.1,16.8,34.2
2026-04-01 03:33:36,26.8,17.4,34.2
2026-04-01 03:33:37,22.2,17.8,34.8
2026-04-01 03:33:38,38.6,18.0,35.9
2026-04-01 03:33:39,37.4,18.3,34.8
2026-04-01 03:33:40,39.2,18.3,36.4
2026-04-01 03:33:41,37.0,18.4,35.9
2026-04-01 03:33:42,39.4,18.2,35.9
2026-04-01 03:33:43,56.4,18.3,36.4
2026-04-01 03:33:44,39.3,18.3,37.0
2026-04-01 03:33:45,40.1,18.3,35.9
2026-04-01 03:33:46,40.7,18.2,36.4
2026-04-01 03:33:47,39.9,18.2,37.0
2026-04-01 03:33:48,39.0,18.1,35.3
2026-04-01 03:33:49,41.4,18.0,36.4
2026-04-01 03:33:50,39.8,17.9,35.9
2026-04-01 03:33:51,36.8,17.8,36.4
2026-04-01 03:33:52,39.5,17.8,36.4
2026-04-01 03:33:53,39.4,17.8,35.3
2026-04-01 03:33:54,41.5,17.7,36.4
2026-04-01 03:33:55,42.8,17.7,35.3
2026-04-01 03:33:56,40.3,17.7,36.4
2026-04-01 03:33:57,39.3,17.8,38.0
2026-04-01 03:33:58,42.1,17.8,37.0
2026-04-01 03:33:59,40.3,17.9,35.9
2026-04-01 03:34:00,43.7,17.9,37.0
2026-04-01 03:34:01,38.4,17.9,37.0
2026-04-01 03:34:02,37.9,17.9,36.4
2026-04-01 03:34:03,42.7,17.8,36.4
2026-04-01 03:34:04,41.6,17.9,37.0
2026-04-01 03:34:05,39.7,18.0,36.4
2026-04-01 03:34:06,40.9,18.0,35.9
2026-04-01 03:34:07,40.6,17.9,37.0
2026-04-01 03:34:08,41.9,17.9,37.0
2026-04-01 03:34:09,38.5,17.8,37.0
2026-04-01 03:34:10,38.5,17.8,36.4
2026-04-01 03:34:11,38.9,17.9,36.4
2026-04-01 03:34:12,41.4,17.9,36.4
2026-04-01 03:34:13,41.0,17.9,35.9
2026-04-01 03:34:14,41.0,17.9,35.9
2026-04-01 03:34:15,40.5,17.9,37.0
2026-04-01 03:34:16,39.8,17.8,37.5
2026-04-01 03:34:17,59.7,17.9,36.4
2026-04-01 03:34:18,40.6,17.8,36.4
2026-04-01 03:34:19,41.5,17.8,35.9
2026-04-01 03:34:20,41.8,17.8,35.9
2026-04-01 03:34:21,40.7,17.8,37.0
2026-04-01 03:34:22,41.0,17.9,36.4
2026-04-01 03:34:23,40.8,17.9,36.4
2026-04-01 03:34:24,41.6,17.8,36.4
2026-04-01 03:34:25,41.9,17.9,35.9
2026-04-01 03:34:26,36.8,17.9,35.9
2026-04-01 03:34:27,38.5,17.9,35.9
2026-04-01 03:34:28,43.0,17.9,37.0
2026-04-01 03:34:29,42.1,17.9,36.4
2026-04-01 03:34:30,39.9,17.9,35.9
2026-04-01 03:34:31,38.2,17.8,35.9
2026-04-01 03:34:32,42.0,17.9,37.0
2026-04-01 03:34:33,40.8,17.8,37.0
2026-04-01 03:34:34,40.0,17.9,35.3
2026-04-01 03:34:35,42.4,17.9,36.4
2026-04-01 03:34:36,40.9,18.0,35.9
2026-04-01 03:34:37,38.7,18.0,35.9
2026-04-01 03:34:38,41.8,18.0,37.0
2026-04-01 03:34:39,39.8,18.0,38.0
2026-04-01 03:34:40,41.2,18.1,35.9
2026-04-01 03:34:41,41.0,18.0,37.0
2026-04-01 03:34:42,40.3,18.1,36.4
2026-04-01 03:34:43,50.6,18.0,38.0
2026-04-01 03:34:44,47.7,18.1,35.9
2026-04-01 03:34:45,39.8,18.1,35.9
2026-04-01 03:34:46,40.6,18.1,37.0
2026-04-01 03:34:47,39.8,18.1,36.4
2026-04-01 03:34:48,39.9,18.0,37.5
2026-04-01 03:34:49,39.1,18.0,37.0
2026-04-01 03:34:50,41.6,18.0,37.5
2026-04-01 03:34:51,40.7,17.9,36.4
2026-04-01 03:34:52,39.1,17.9,37.0
2026-04-01 03:34:53,39.8,18.1,35.9
2026-04-01 03:34:54,41.0,18.1,36.4
2026-04-01 03:34:55,39.4,18.0,37.0
2026-04-01 03:34:56,42.7,18.0,37.5
2026-04-01 03:34:57,40.3,18.0,37.5
2026-04-01 03:34:58,40.2,18.1,37.5
2026-04-01 03:34:59,42.7,18.0,37.0
2026-04-01 03:35:00,43.3,18.1,37.0
2026-04-01 03:35:01,40.9,18.0,36.4
