Timestamp,Avg_Conf(%),InferenceTime(s),TotalLatencyTime(s),FPS,CPU_Temp(℃),CPU_Usage(%),Memory_Usage(%)
2026-04-15 02:39:11,78.64,0.097,0.109,7.0,57.3,43.3,20.9
2026-04-15 02:39:11,74.46,0.086,0.11,6.42,55.6,34.4,20.9
2026-04-15 02:39:11,76.5,0.092,0.115,5.8,57.3,32.8,20.9
2026-04-15 02:39:12,69.57,0.085,0.109,6.26,55.6,32.8,20.9
2026-04-15 02:39:12,73.56,0.101,0.117,6.65,57.3,40.7,20.9
2026-04-15 02:39:12,73.71,0.104,0.127,5.95,56.8,37.5,20.9
2026-04-15 02:39:12,69.9,0.097,0.12,6.27,57.3,40.3,20.9
2026-04-15 02:39:12,69.71,0.089,0.112,6.3,57.9,35.5,20.9
2026-04-15 02:39:12,70.76,0.086,0.111,6.04,57.3,31.2,20.9
2026-04-15 02:39:13,69.92,0.093,0.115,5.84,56.8,36.2,20.8
2026-04-15 02:39:13,64.06,0.09,0.112,6.11,56.2,33.3,20.8
2026-04-15 02:39:13,71.23,0.089,0.112,6.02,56.8,31.3,20.8
2026-04-15 02:39:13,63.71,0.087,0.104,6.08,57.9,39.1,20.8
2026-04-15 02:39:13,72.65,0.085,0.097,7.61,57.9,41.5,20.8
2026-04-15 02:39:13,74.42,0.087,0.101,7.41,57.9,41.2,20.8
2026-04-15 02:39:14,66.42,0.085,0.097,7.53,56.8,37.3,20.9
2026-04-15 02:39:14,68.56,0.089,0.101,7.38,57.3,45.6,20.9
2026-04-15 02:39:14,72.6,0.082,0.105,6.26,56.2,35.4,20.9
2026-04-15 02:39:14,74.08,0.1,0.117,6.6,57.9,39.3,20.8
2026-04-15 02:39:14,73.48,0.105,0.128,5.85,58.4,35.3,20.8
2026-04-15 02:39:14,73.54,0.096,0.119,6.33,57.3,33.9,20.8
2026-04-15 02:39:14,75.66,0.085,0.108,6.4,56.8,34.4,20.9
2026-04-15 02:39:15,71.79,0.094,0.109,7.02,56.8,42.9,20.9
2026-04-15 02:39:15,72.48,0.101,0.12,5.77,56.8,40.0,20.9
2026-04-15 02:39:15,70.47,0.086,0.11,6.58,57.3,31.6,20.9
2026-04-15 02:39:15,72.26,0.101,0.113,6.76,57.3,40.4,20.9
2026-04-15 02:39:15,69.31,0.086,0.107,6.61,57.9,35.6,20.9
2026-04-15 02:39:15,71.72,0.085,0.098,7.55,57.9,39.6,20.9
2026-04-15 02:39:15,71.37,0.11,0.123,6.33,55.6,42.2,20.9
2026-04-15 02:39:16,71.84,0.086,0.109,6.99,57.9,40.7,20.9
2026-04-15 02:39:16,71.95,0.087,0.099,7.49,56.8,44.4,20.9
2026-04-15 02:39:16,75.64,0.087,0.099,7.48,57.3,41.5,20.9
2026-04-15 02:39:16,77.66,0.085,0.097,7.66,57.3,40.4,20.9
2026-04-15 02:39:16,76.71,0.086,0.101,7.42,58.4,43.6,20.9
2026-04-15 02:39:16,74.05,0.084,0.096,7.58,57.3,41.5,21.0
2026-04-15 02:39:16,74.08,0.097,0.112,6.85,58.4,39.7,21.0
2026-04-15 02:39:17,74.6,0.096,0.119,6.05,58.4,36.9,21.0
2026-04-15 02:39:17,70.02,0.101,0.124,5.84,57.9,32.3,21.0
2026-04-15 02:39:17,75.69,0.088,0.11,6.51,56.2,32.2,21.0
2026-04-15 02:39:17,71.95,0.1,0.111,6.85,57.3,44.6,20.9
2026-04-15 02:39:17,76.96,0.086,0.109,6.57,56.8,37.5,20.9
2026-04-15 02:39:17,73.58,0.086,0.099,7.47,56.8,44.6,20.9
2026-04-15 02:39:18,75.53,0.088,0.101,7.41,57.3,40.4,20.9
2026-04-15 02:39:18,76.34,0.086,0.109,6.09,57.9,34.8,20.9
2026-04-15 02:39:18,75.1,0.089,0.102,7.35,56.8,42.6,20.9
2026-04-15 02:39:18,74.33,0.089,0.112,5.98,57.9,32.3,20.8
2026-04-15 02:39:18,72.21,0.091,0.114,5.94,57.3,35.8,20.8
2026-04-15 02:39:18,73.06,0.087,0.11,6.14,58.4,37.3,20.8
2026-04-15 02:39:18,75.23,0.085,0.097,7.62,57.9,41.5,20.8
2026-04-15 02:39:19,73.97,0.104,0.119,6.56,58.4,39.0,20.8
2026-04-15 02:39:19,73.65,0.096,0.119,6.31,58.4,41.8,20.8
2026-04-15 02:39:19,74.86,0.086,0.109,6.4,56.2,32.8,20.8
2026-04-15 02:39:19,73.75,0.091,0.102,7.24,56.8,39.6,20.8
2026-04-15 02:39:19,73.7,0.094,0.117,5.89,57.3,34.8,20.8
2026-04-15 02:39:19,71.57,0.083,0.106,6.41,57.9,36.4,20.8
2026-04-15 02:39:20,74.32,0.094,0.11,6.93,57.9,41.4,20.8
2026-04-15 02:39:20,71.4,0.098,0.122,5.86,57.3,41.4,20.8
2026-04-15 02:39:20,75.31,0.094,0.117,6.18,57.9,31.1,20.9
2026-04-15 02:39:20,72.73,0.254,0.277,3.05,59.0,77.7,20.9
2026-04-15 02:39:20,74.0,0.112,0.133,5.89,58.4,78.9,20.6
2026-04-15 02:39:21,73.75,0.104,0.127,5.58,57.3,38.0,20.6
2026-04-15 02:39:21,74.7,0.101,0.121,6.11,59.0,31.0,20.6
2026-04-15 02:39:21,75.33,0.101,0.12,6.01,59.0,35.8,20.6
2026-04-15 02:39:21,74.42,0.085,0.108,6.64,59.0,39.7,20.6
2026-04-15 02:39:21,72.49,0.083,0.101,7.4,57.9,37.3,20.6
2026-04-15 02:39:21,70.8,0.094,0.106,7.1,58.4,35.3,20.6
2026-04-15 02:39:21,77.7,0.087,0.11,6.28,56.8,33.3,20.6
2026-04-15 02:39:22,76.74,0.087,0.098,7.47,57.3,42.6,20.6
2026-04-15 02:39:22,74.62,0.087,0.099,7.53,57.9,36.7,20.7
2026-04-15 02:39:22,79.18,0.1,0.116,6.65,57.3,42.6,20.7
2026-04-15 02:39:22,78.15,0.085,0.108,6.76,59.5,35.1,20.6
2026-04-15 02:39:22,79.54,0.089,0.103,7.3,57.9,49.2,20.6
2026-04-15 02:39:22,78.2,0.085,0.108,6.16,58.4,36.4,20.6
2026-04-15 02:39:22,75.45,0.09,0.104,7.23,58.4,38.9,20.6
2026-04-15 02:39:23,77.58,0.093,0.116,5.88,57.9,32.3,20.6
2026-04-15 02:39:23,76.76,0.084,0.107,6.3,56.8,32.3,20.6
2026-04-15 02:39:23,77.77,0.111,0.124,6.3,57.9,37.3,20.6
2026-04-15 02:39:23,72.95,0.094,0.116,6.65,56.8,40.3,20.6
2026-04-15 02:39:23,73.12,0.085,0.109,6.3,57.9,35.5,20.6
2026-04-15 02:39:23,74.29,0.09,0.103,7.29,59.5,42.9,20.6
2026-04-15 02:39:24,69.66,0.085,0.108,6.22,59.0,33.9,20.6
2026-04-15 02:39:24,78.33,0.089,0.104,7.26,59.0,40.0,20.6
2026-04-15 02:39:24,76.83,0.093,0.116,5.87,58.4,35.7,20.6
2026-04-15 02:39:24,77.14,0.084,0.106,6.31,57.9,32.3,20.6
2026-04-15 02:39:24,78.5,0.086,0.1,7.46,57.3,39.2,20.6
2026-04-15 02:39:24,76.49,0.092,0.106,7.15,57.3,43.1,20.7
2026-04-15 02:39:24,77.57,0.091,0.114,6.03,57.9,34.8,20.6
2026-04-15 02:39:25,78.53,0.088,0.111,6.14,56.8,30.6,20.6
2026-04-15 02:39:25,76.27,0.086,0.095,7.58,56.8,49.1,20.6
2026-04-15 02:39:25,76.4,0.087,0.099,7.47,57.3,42.6,20.6
2026-04-15 02:39:25,75.87,0.087,0.099,7.52,57.9,41.8,20.5
2026-04-15 02:39:25,76.4,0.09,0.102,7.32,57.9,44.6,20.5
2026-04-15 02:39:25,78.48,0.107,0.128,5.45,57.3,36.8,20.5
2026-04-15 02:39:25,78.81,0.088,0.111,6.77,57.9,35.6,20.5
2026-04-15 02:39:26,78.88,0.094,0.119,5.69,57.3,37.5,20.5
2026-04-15 02:39:26,80.78,0.088,0.111,6.37,57.3,34.9,20.4
2026-04-15 02:39:26,78.7,0.123,0.135,5.93,59.0,39.1,20.4
2026-04-15 02:39:26,77.59,0.112,0.135,5.3,57.3,29.6,20.4
2026-04-15 02:39:26,78.3,0.087,0.107,7.06,58.4,40.4,20.4
2026-04-15 02:39:26,76.69,0.088,0.1,7.44,58.4,46.6,20.4
2026-04-15 02:39:27,77.49,0.091,0.102,7.31,58.4,40.4,20.4
2026-04-15 02:39:27,78.51,0.092,0.114,5.98,57.9,33.8,20.4
2026-04-15 02:39:27,81.2,0.087,0.11,6.19,57.9,33.8,20.4
2026-04-15 02:39:27,81.77,0.096,0.119,5.7,58.4,34.3,20.3
2026-04-15 02:39:27,83.56,0.107,0.13,5.62,57.9,45.3,20.4
2026-04-15 02:39:27,83.07,0.086,0.109,6.88,56.8,36.8,20.4
2026-04-15 02:39:28,83.41,0.091,0.102,7.25,59.5,35.3,20.4
2026-04-15 02:39:28,82.02,0.101,0.124,5.64,56.8,36.1,20.4
2026-04-15 02:39:28,83.05,0.089,0.114,6.39,57.9,33.9,20.4
2026-04-15 02:39:28,82.78,0.089,0.117,5.91,57.3,30.2,20.3
2026-04-15 02:39:28,83.11,0.086,0.109,6.28,57.3,38.8,20.4
2026-04-15 02:39:28,81.88,0.085,0.098,7.53,58.4,41.5,20.4
2026-04-15 02:39:28,81.15,0.105,0.118,6.57,56.8,40.7,20.4
2026-04-15 02:39:29,82.5,0.104,0.128,5.99,59.0,34.4,20.4
2026-04-15 02:39:29,82.5,0.086,0.111,6.72,58.4,32.1,20.5
2026-04-15 02:39:29,84.23,0.112,0.122,6.36,57.9,40.3,20.5
2026-04-15 02:39:29,84.15,0.086,0.105,7.11,58.4,39.7,20.4
2026-04-15 02:39:29,82.88,0.096,0.108,6.97,58.4,35.8,20.5
2026-04-15 02:39:29,77.9,0.085,0.108,6.41,57.3,37.9,20.5
2026-04-15 02:39:30,65.01,0.083,0.097,7.63,57.9,38.0,20.5
2026-04-15 02:39:30,50.74,0.091,0.108,7.06,59.0,45.5,20.5
2026-04-15 02:39:30,0.0,0.091,0.114,6.03,59.0,32.8,20.6
2026-04-15 02:39:30,0.0,0.083,0.106,6.25,59.5,32.3,20.6
2026-04-15 02:39:30,0.0,0.082,0.098,7.54,59.0,39.2,20.7
2026-04-15 02:39:30,0.0,0.088,0.106,7.17,58.4,44.1,20.7
2026-04-15 02:39:30,0.0,0.104,0.127,5.49,57.9,33.3,20.7
2026-04-15 02:39:31,0.0,0.088,0.111,6.64,59.0,36.1,20.7
2026-04-15 02:39:31,0.0,0.088,0.111,6.01,59.0,38.2,20.7
2026-04-15 02:39:31,0.0,0.102,0.113,6.8,59.5,41.7,20.7
2026-04-15 02:39:31,0.0,0.111,0.134,5.68,58.4,38.0,20.7
2026-04-15 02:39:31,0.0,0.102,0.123,6.36,59.0,37.7,20.7
2026-04-15 02:39:31,0.0,0.098,0.118,6.2,59.0,33.3,20.7
2026-04-15 02:39:32,0.0,0.091,0.114,6.23,58.4,35.9,20.7
2026-04-15 02:39:32,0.0,0.093,0.115,5.94,57.9,33.8,20.7
2026-04-15 02:39:32,0.0,0.089,0.111,6.14,59.0,30.0,20.7
2026-04-15 02:39:32,0.0,0.088,0.112,6.01,57.3,34.3,20.6
2026-04-15 02:39:32,0.0,0.112,0.122,6.4,58.4,41.4,20.6
2026-04-15 02:39:32,0.0,0.097,0.119,6.56,58.4,39.0,20.6
2026-04-15 02:39:33,0.0,0.088,0.11,6.36,59.0,37.1,20.6
2026-04-15 02:39:33,56.15,0.102,0.113,6.81,59.0,39.3,20.6
2026-04-15 02:39:33,0.0,0.087,0.112,6.53,56.8,33.3,20.6
2026-04-15 02:39:33,75.4,0.085,0.096,7.65,58.4,41.2,20.6
2026-04-15 02:39:33,60.89,0.113,0.127,6.2,59.0,41.5,20.6
2026-04-15 02:39:33,66.47,0.083,0.102,7.36,57.9,38.9,20.6
2026-04-15 02:39:33,82.88,0.088,0.104,7.21,57.3,44.1,20.7
2026-04-15 02:39:34,82.37,0.093,0.117,5.82,59.0,33.8,20.7
2026-04-15 02:39:34,81.66,0.107,0.13,5.54,58.4,32.9,20.7
2026-04-15 02:39:34,79.27,0.109,0.133,5.88,59.5,38.2,20.7
2026-04-15 02:39:34,79.3,0.082,0.106,7.14,59.0,39.3,20.6
2026-04-15 02:39:34,75.34,0.087,0.102,7.33,59.0,42.9,20.6
2026-04-15 02:39:34,71.42,0.085,0.098,7.58,57.9,44.4,20.6
2026-04-15 02:39:34,67.47,0.096,0.11,6.95,57.9,40.4,20.6
2026-04-15 02:39:35,67.83,0.097,0.12,5.96,59.0,38.8,20.6
2026-04-15 02:39:35,72.29,0.087,0.11,6.39,59.0,33.3,20.6
2026-04-15 02:39:35,72.18,0.093,0.104,7.25,59.0,39.6,20.6
2026-04-15 02:39:35,74.57,0.089,0.119,5.91,57.9,30.8,20.6
2026-04-15 02:39:35,73.56,0.087,0.106,6.27,58.4,34.4,20.6
2026-04-15 02:39:35,77.96,0.094,0.117,5.76,57.9,32.4,20.6
2026-04-15 02:39:36,79.57,0.088,0.111,6.27,59.0,31.1,20.5
2026-04-15 02:39:36,78.42,0.086,0.109,6.09,58.4,37.3,20.5
2026-04-15 02:39:36,79.54,0.09,0.103,7.3,59.0,40.7,20.5
2026-04-15 02:39:36,78.95,0.084,0.107,6.2,59.5,33.8,20.5
2026-04-15 02:39:36,78.81,0.1,0.115,6.71,57.3,43.5,20.5
2026-04-15 02:39:36,78.43,0.107,0.13,5.77,59.5,33.8,20.5
2026-04-15 02:39:37,80.24,0.084,0.107,6.94,57.3,35.7,20.5
2026-04-15 02:39:37,79.92,0.089,0.104,7.23,59.0,42.9,20.6
2026-04-15 02:39:37,79.74,0.101,0.123,5.6,59.5,33.3,20.6
2026-04-15 02:39:37,79.89,0.094,0.117,6.28,59.0,34.9,20.6
2026-04-15 02:39:37,78.33,0.113,0.136,5.38,57.3,33.3,20.6
2026-04-15 02:39:37,78.9,0.086,0.106,7.12,59.0,38.6,20.6
2026-04-15 02:39:37,81.75,0.1,0.112,6.82,59.0,44.8,20.7
2026-04-15 02:39:38,80.87,0.087,0.111,6.51,58.4,36.1,20.7
2026-04-15 02:39:38,79.76,0.085,0.097,7.62,57.9,41.2,20.7
2026-04-15 02:39:38,78.14,0.087,0.1,7.44,59.5,45.5,20.7
2026-04-15 02:39:38,78.71,0.094,0.106,7.09,58.4,38.9,20.6
2026-04-15 02:39:38,82.35,0.085,0.108,6.35,59.0,35.9,20.7
2026-04-15 02:39:38,81.58,0.082,0.097,7.62,59.0,38.0,20.7
2026-04-15 02:39:38,80.92,0.094,0.108,6.96,58.4,42.1,20.7
2026-04-15 02:39:39,80.07,0.114,0.138,5.32,60.0,35.5,20.8
2026-04-15 02:39:39,81.28,0.087,0.104,7.24,59.5,42.9,20.8
2026-04-15 02:39:39,80.2,0.088,0.101,7.4,59.5,42.6,20.8
2026-04-15 02:39:39,79.82,0.093,0.116,5.84,58.4,34.3,20.7
2026-04-15 02:39:39,72.2,0.083,0.108,6.32,59.0,32.8,20.7
2026-04-15 02:39:39,61.07,0.083,0.096,7.59,59.5,42.6,20.7
2026-04-15 02:39:40,69.24,0.086,0.102,7.34,58.4,42.9,20.7
2026-04-15 02:39:40,61.24,0.115,0.128,6.16,59.5,41.9,20.7
2026-04-15 02:39:40,64.96,0.088,0.105,7.19,58.4,40.0,20.7
2026-04-15 02:39:40,64.22,0.084,0.106,6.15,59.0,37.7,20.7
2026-04-15 02:39:40,63.61,0.086,0.101,7.41,59.0,43.6,20.7
2026-04-15 02:39:40,55.71,0.088,0.101,7.38,60.0,41.8,20.7
2026-04-15 02:39:40,55.04,0.083,0.105,6.17,59.5,28.3,20.7
2026-04-15 02:39:41,55.2,0.085,0.101,7.38,60.0,41.5,20.7
2026-04-15 02:39:41,50.6,0.088,0.102,7.34,59.0,41.5,20.6
2026-04-15 02:39:41,52.08,0.087,0.11,6.06,59.5,32.8,20.6
2026-04-15 02:39:41,0.0,0.083,0.095,7.74,59.5,40.4,20.6
2026-04-15 02:39:41,54.05,0.089,0.106,7.17,59.0,42.1,20.6
2026-04-15 02:39:41,63.12,0.082,0.104,6.26,59.0,31.1,20.6
2026-04-15 02:39:41,69.75,0.083,0.099,7.45,59.5,40.7,20.6
2026-04-15 02:39:42,63.12,0.086,0.102,7.35,58.4,40.4,20.6
2026-04-15 02:39:42,76.25,0.088,0.1,7.37,59.5,41.5,20.6
2026-04-15 02:39:42,76.8,0.088,0.109,6.03,59.0,32.3,20.6
2026-04-15 02:39:42,78.52,0.084,0.094,7.72,59.0,39.2,20.6
2026-04-15 02:39:42,76.05,0.113,0.128,6.1,59.0,42.9,20.6
2026-04-15 02:39:42,77.79,0.084,0.102,7.36,59.5,34.6,20.6
2026-04-15 02:39:42,75.99,0.088,0.104,7.24,59.5,40.7,20.6
2026-04-15 02:39:43,75.49,0.083,0.11,6.06,59.0,32.3,20.6
2026-04-15 02:39:43,76.07,0.111,0.122,6.36,59.5,43.1,20.6
2026-04-15 02:39:43,75.5,0.095,0.117,6.64,57.9,38.3,20.6
2026-04-15 02:39:43,73.69,0.088,0.111,6.27,59.5,35.4,20.6
2026-04-15 02:39:43,75.07,0.089,0.111,5.96,59.5,35.8,20.6
2026-04-15 02:39:43,75.21,0.087,0.109,6.08,60.0,34.3,20.6
2026-04-15 02:39:44,76.75,0.083,0.095,7.74,59.5,40.8,20.6
2026-04-15 02:39:44,68.86,0.084,0.1,7.47,58.4,38.0,20.6
2026-04-15 02:39:44,77.31,0.084,0.098,7.52,59.5,42.9,20.6
2026-04-15 02:39:44,77.23,0.12,0.135,5.91,60.0,46.2,20.6
2026-04-15 02:39:44,80.74,0.092,0.103,7.22,60.6,36.0,20.6
2026-04-15 02:39:44,79.85,0.09,0.113,6.04,58.4,31.1,20.6
2026-04-15 02:39:44,77.67,0.085,0.11,6.13,58.4,36.8,20.6
2026-04-15 02:39:45,80.26,0.086,0.098,7.56,59.5,39.6,20.7
2026-04-15 02:39:45,81.09,0.107,0.12,6.49,59.0,50.0,20.7
2026-04-15 02:39:45,74.62,0.088,0.111,6.76,57.9,36.2,20.7
2026-04-15 02:39:45,79.82,0.087,0.11,6.03,57.9,30.2,20.8
2026-04-15 02:39:45,79.0,0.087,0.107,6.04,59.5,32.8,20.8
2026-04-15 02:39:45,80.31,0.084,0.1,7.47,59.0,42.6,20.8
2026-04-15 02:39:45,79.76,0.085,0.097,7.59,59.5,44.4,20.9
2026-04-15 02:39:46,79.43,0.085,0.098,7.56,58.4,41.8,20.9
2026-04-15 02:39:46,78.72,0.097,0.11,6.82,57.9,39.3,20.9
2026-04-15 02:39:46,79.37,0.097,0.12,6.03,57.9,32.8,20.9
2026-04-15 02:39:46,79.08,0.084,0.107,6.54,58.4,36.1,20.9
2026-04-15 02:39:46,78.64,0.086,0.107,7.12,59.5,41.4,20.9
2026-04-15 02:39:46,79.13,0.085,0.108,6.21,58.4,35.9,20.9
2026-04-15 02:39:46,74.92,0.087,0.1,7.38,58.4,41.1,20.9
2026-04-15 02:39:47,81.1,0.086,0.098,7.56,60.0,42.3,20.9
2026-04-15 02:39:47,82.65,0.099,0.111,6.87,59.5,43.1,20.9
2026-04-15 02:39:47,79.05,0.089,0.111,6.38,58.4,32.8,20.9
2026-04-15 02:39:47,79.39,0.108,0.131,5.38,57.9,37.0,20.9
2026-04-15 02:39:47,76.93,0.107,0.131,5.97,60.0,35.4,20.9
2026-04-15 02:39:47,76.78,0.095,0.118,6.53,59.0,37.1,20.9
2026-04-15 02:39:48,77.23,0.092,0.115,6.13,59.0,32.8,20.9
2026-04-15 02:39:48,78.28,0.097,0.121,5.8,59.0,36.2,20.9
2026-04-15 02:39:48,77.4,0.085,0.108,6.48,59.5,34.4,20.8
2026-04-15 02:39:48,78.91,0.082,0.096,7.68,59.0,36.7,20.8
2026-04-15 02:39:48,75.86,0.091,0.108,6.99,59.0,38.2,20.8
2026-04-15 02:39:48,76.54,0.084,0.107,6.31,59.0,25.0,20.8
2026-04-15 02:39:48,77.17,0.084,0.102,7.34,60.0,40.0,20.7
2026-04-15 02:39:49,78.59,0.085,0.108,6.08,59.5,34.4,20.7
2026-04-15 02:39:49,77.79,0.095,0.108,6.98,60.0,41.4,20.7
2026-04-15 02:39:49,76.19,0.086,0.115,6.11,60.0,37.3,20.7
2026-04-15 02:39:49,79.02,0.088,0.111,6.17,59.0,32.8,20.7
2026-04-15 02:39:49,77.63,0.087,0.111,6.0,58.4,32.3,20.8
2026-04-15 02:39:49,78.12,0.087,0.112,5.96,59.0,34.8,20.8
2026-04-15 02:39:50,77.13,0.09,0.107,5.94,59.5,35.8,20.8
2026-04-15 02:39:50,77.45,0.092,0.115,5.93,59.5,34.8,20.8
2026-04-15 02:39:50,74.18,0.088,0.11,6.13,59.0,32.3,20.9
2026-04-15 02:39:50,72.68,0.088,0.111,6.04,60.0,30.2,20.9
2026-04-15 02:39:50,74.65,0.084,0.105,6.13,60.0,34.4,20.9
2026-04-15 02:39:50,75.43,0.095,0.111,6.92,59.5,40.4,20.8
2026-04-15 02:39:51,75.43,0.088,0.111,6.27,59.5,34.9,20.9
2026-04-15 02:39:51,75.91,0.104,0.127,5.49,59.5,29.9,20.9
2026-04-15 02:39:51,77.02,0.085,0.107,6.76,60.0,39.3,20.9
2026-04-15 02:39:51,76.63,0.086,0.101,7.43,59.0,41.5,20.9
2026-04-15 02:39:51,76.71,0.083,0.093,7.67,60.0,43.4,20.9
2026-04-15 02:39:51,77.39,0.085,0.101,7.4,59.5,42.9,20.9
2026-04-15 02:39:51,76.49,0.085,0.099,7.55,59.5,38.5,20.9
2026-04-15 02:39:52,78.03,0.085,0.099,7.48,59.0,40.4,20.9
2026-04-15 02:39:52,76.34,0.093,0.107,7.07,59.5,42.9,20.9
2026-04-15 02:39:52,78.03,0.087,0.11,6.23,60.0,34.9,20.9
2026-04-15 02:39:52,77.3,0.086,0.101,7.42,61.7,37.3,20.9
2026-04-15 02:39:52,78.61,0.085,0.108,6.12,60.0,37.5,20.9
2026-04-15 02:39:52,78.41,0.086,0.102,7.37,59.0,38.5,20.9
2026-04-15 02:39:52,79.29,0.086,0.109,6.06,58.4,31.2,20.9
2026-04-15 02:39:53,80.15,0.097,0.111,6.9,59.5,41.8,20.9
2026-04-15 02:39:53,77.66,0.089,0.112,6.34,57.9,38.7,20.9
2026-04-15 02:39:53,77.66,0.085,0.107,6.16,58.4,31.3,20.9
2026-04-15 02:39:53,79.25,0.085,0.1,7.41,60.0,42.6,20.9
2026-04-15 02:39:53,79.07,0.088,0.101,7.39,60.6,44.4,20.9
2026-04-15 02:39:53,79.49,0.086,0.109,6.07,60.0,33.8,20.9
2026-04-15 02:39:54,78.94,0.086,0.099,7.53,60.0,36.0,20.9
2026-04-15 02:39:54,76.61,0.088,0.102,7.36,60.0,47.4,20.9
2026-04-15 02:39:54,76.46,0.083,0.105,6.22,58.4,31.7,20.9
2026-04-15 02:39:54,76.63,0.097,0.113,6.78,59.0,38.6,20.9
2026-04-15 02:39:54,75.47,0.096,0.119,6.03,60.0,36.8,20.9
2026-04-15 02:39:54,75.47,0.085,0.108,6.43,58.4,35.9,20.8
2026-04-15 02:39:54,75.24,0.105,0.119,6.54,59.0,36.8,20.7
2026-04-15 02:39:55,74.57,0.084,0.107,6.84,60.0,35.1,20.6
2026-04-15 02:39:55,74.68,0.089,0.106,7.13,60.0,47.4,20.7
2026-04-15 02:39:55,75.65,0.083,0.106,6.32,61.1,30.5,20.7
2026-04-15 02:39:55,75.68,0.083,0.1,7.5,61.1,36.5,20.7
2026-04-15 02:39:55,76.55,0.088,0.104,7.22,60.6,44.8,20.7
2026-04-15 02:39:55,76.15,0.093,0.116,5.84,60.0,30.2,20.7
2026-04-15 02:39:55,76.06,0.084,0.107,6.33,60.0,35.4,20.7
2026-04-15 02:39:56,75.53,0.085,0.098,7.46,60.0,37.3,20.7
2026-04-15 02:39:56,76.51,0.088,0.103,7.28,59.0,43.4,20.7
2026-04-15 02:39:56,75.61,0.087,0.111,6.04,60.6,33.8,20.7
2026-04-15 02:39:56,75.66,0.084,0.107,6.14,59.5,30.2,20.7
2026-04-15 02:39:56,76.21,0.094,0.108,7.0,59.5,43.1,20.7
2026-04-15 02:39:56,76.11,0.089,0.112,6.18,60.0,33.8,20.7
2026-04-15 02:39:57,76.68,0.086,0.109,6.11,60.6,37.3,20.6
2026-04-15 02:39:57,77.69,0.116,0.13,6.11,60.0,41.3,20.6
2026-04-15 02:39:57,77.42,0.086,0.102,7.36,59.5,41.1,20.6
2026-04-15 02:39:57,77.18,0.087,0.098,7.45,59.5,42.9,20.6
2026-04-15 02:39:57,77.58,0.098,0.11,6.9,59.5,45.6,20.6
2026-04-15 02:39:57,77.81,0.088,0.111,6.39,59.5,38.8,20.6
2026-04-15 02:39:57,77.02,0.089,0.112,5.98,59.0,31.2,20.6
2026-04-15 02:39:58,76.63,0.087,0.109,6.07,60.0,37.7,20.6
2026-04-15 02:39:58,77.75,0.114,0.125,6.21,59.5,51.6,20.6
2026-04-15 02:39:58,78.12,0.102,0.119,6.51,60.0,48.5,20.7
2026-04-15 02:39:58,76.27,0.085,0.107,6.64,60.0,36.1,20.7
2026-04-15 02:39:58,76.6,0.092,0.106,7.14,60.0,38.9,20.7
2026-04-15 02:39:58,76.2,0.088,0.111,6.19,60.6,37.9,20.6
2026-04-15 02:39:59,75.37,0.086,0.109,6.06,60.0,30.2,20.6
2026-04-15 02:39:59,75.51,0.086,0.099,7.5,58.4,38.0,20.6
2026-04-15 02:39:59,76.85,0.088,0.102,7.38,60.0,36.0,20.6
2026-04-15 02:39:59,78.17,0.086,0.108,6.1,59.0,35.8,20.6
2026-04-15 02:39:59,81.02,0.087,0.101,7.4,60.6,45.8,20.6
2026-04-15 02:39:59,74.94,0.089,0.101,7.39,60.0,42.3,20.6
2026-04-15 02:39:59,79.98,0.086,0.111,6.03,60.0,32.3,20.6
2026-04-15 02:40:00,80.37,0.086,0.11,6.08,60.6,34.3,20.6
2026-04-15 02:40:00,79.57,0.086,0.098,7.47,59.5,42.9,20.6
2026-04-15 02:40:00,80.12,0.091,0.103,7.27,60.0,43.6,20.6
2026-04-15 02:40:00,78.52,0.097,0.12,5.79,60.0,31.8,20.6
2026-04-15 02:40:00,78.63,0.086,0.109,6.45,59.5,34.4,20.6
2026-04-15 02:40:00,76.02,0.085,0.098,7.52,60.6,42.6,20.6
2026-04-15 02:40:00,77.96,0.1,0.112,6.77,60.6,36.4,20.6
2026-04-15 02:40:01,79.51,0.091,0.113,6.34,59.5,34.4,20.6
2026-04-15 02:40:01,78.69,0.087,0.11,6.14,60.0,36.4,20.6
2026-04-15 02:40:01,77.48,0.085,0.108,6.1,59.0,34.8,20.6
2026-04-15 02:40:01,77.28,0.089,0.103,7.26,60.0,40.7,20.6
2026-04-15 02:40:01,78.91,0.102,0.126,5.56,59.0,38.2,20.6
2026-04-15 02:40:01,79.46,0.095,0.118,6.29,58.4,37.5,20.6
2026-04-15 02:40:02,79.31,0.091,0.112,6.15,59.5,36.9,20.6
2026-04-15 02:40:02,79.43,0.088,0.109,6.11,59.5,38.6,20.6
2026-04-15 02:40:02,81.08,0.09,0.106,7.15,60.0,43.1,20.6
2026-04-15 02:40:02,78.18,0.109,0.132,5.51,60.0,36.1,20.6
2026-04-15 02:40:02,79.05,0.09,0.112,6.78,60.0,38.6,20.6
2026-04-15 02:40:02,80.33,0.086,0.109,6.15,60.6,34.8,20.6
2026-04-15 02:40:03,79.29,0.086,0.1,7.48,60.0,39.2,20.6
2026-04-15 02:40:03,78.6,0.086,0.098,7.53,59.5,41.2,20.6
2026-04-15 02:40:03,79.3,0.1,0.113,6.78,60.0,44.3,20.6
